clientid;hitdatetime;action
206338;2021-07-10 23:51:27;visit
206338;2021-07-17 10:00:35;visit
206338;2021-07-22 14:15:37;visit
206338;2021-07-22 18:11:50;visit
206338;2021-07-29 07:47:20;visit
206338;2021-08-01 12:01:57;visit
206338;2021-08-05 14:09:46;visit
206338;2021-08-11 04:25:51;visit
206338;2021-08-15 06:23:35;visit
206338;2021-08-20 03:55:45;visit
206338;2021-08-25 10:12:15;visit
206338;2021-08-31 16:21:36;visit
206338;2021-09-05 17:22:22;visit
206338;2021-09-06 23:56:32;visit
206338;2021-09-11 19:38:40;visit
651480;2021-08-25 18:31:50;visit
651480;2021-08-26 00:43:52;visit
651480;2021-09-01 20:03:34;visit
651480;2021-09-08 07:50:17;visit
651480;2021-09-10 01:38:33;visit
651480;2021-09-13 03:47:56;visit
651480;2021-09-14 15:49:04;visit
651480;2021-09-19 15:14:21;visit
651480;2021-09-26 02:31:53;visit
651480;2021-09-27 17:25:08;visit
651480;2021-10-03 01:01:00;visit
651480;2021-10-04 17:49:17;visit
651480;2021-10-07 11:44:52;visit
651480;2021-10-12 19:57:37;visit
651480;2021-10-18 13:28:39;visit
651480;2021-10-22 20:59:14;visit
651480;2021-10-27 13:10:23;visit
651480;2021-11-02 04:12:09;visit
651480;2021-11-04 05:01:40;visit
651480;2021-11-07 09:46:03;visit
651480;2021-11-08 18:20:01;visit
780379;2021-06-15 11:57:10;visit
780379;2021-06-16 05:59:04;visit
780379;2021-06-21 03:21:07;visit
780379;2021-06-21 09:16:13;visit
780379;2021-06-23 13:54:58;visit
780379;2021-06-28 08:39:52;visit
780379;2021-06-30 23:13:35;visit
780379;2021-07-03 06:32:52;visit
846159;2021-06-23 17:34:33;visit
846159;2021-06-28 07:10:39;visit
846159;2021-06-30 01:31:38;visit
846159;2021-07-01 06:12:05;visit
846159;2021-07-04 00:59:22;visit
846159;2021-07-09 16:03:37;visit
846159;2021-07-14 17:47:08;visit
846159;2021-07-17 20:08:58;visit
846159;2021-07-22 01:07:59;visit
846159;2021-07-26 20:02:41;visit
846159;2021-08-02 06:49:32;visit
846159;2021-08-08 03:53:36;visit
846159;2021-08-09 19:14:52;visit
846159;2021-08-11 10:10:57;visit
846159;2021-08-17 04:36:54;visit
846159;2021-08-22 10:25:22;visit
846159;2021-08-28 18:48:13;visit
846159;2021-06-25 06:28:09;registration
846159;2021-06-28 20:15:57;login
846159;2021-07-02 00:47:27;login
846159;2021-07-02 16:45:43;login
348471;2021-08-16 23:31:49;visit
348471;2021-08-17 22:50:35;visit
348471;2021-08-19 14:33:43;visit
348471;2021-08-22 01:59:15;visit
348471;2021-08-25 18:59:11;visit
348471;2021-08-27 17:11:47;visit
348471;2021-08-31 09:44:59;visit
348471;2021-09-04 21:08:47;visit
348471;2021-09-09 22:47:31;visit
348471;2021-09-10 23:32:43;visit
348471;2021-09-12 11:28:28;visit
348471;2021-09-18 03:57:29;visit
348471;2021-09-22 17:20:05;visit
348471;2021-09-27 11:51:11;visit
348471;2021-10-02 22:29:01;visit
348471;2021-10-04 21:30:19;visit
348471;2021-10-11 11:18:01;visit
348471;2021-10-15 20:38:09;visit
348471;2021-10-17 06:27:23;visit
348471;2021-10-18 23:52:52;visit
348471;2021-10-25 10:02:08;visit
348471;2021-11-01 01:56:57;visit
348471;2021-11-02 11:40:18;visit
348471;2021-11-05 14:57:12;visit
348471;2021-11-11 12:56:50;visit
348471;2021-08-19 01:00:44;registration
348471;2021-08-20 20:18:40;login
348471;2021-08-27 05:42:34;login
348471;2021-09-02 06:37:37;login
348471;2021-09-06 03:12:24;login
348471;2021-09-11 06:45:00;login
348471;2021-09-16 03:12:02;login
348471;2021-09-19 13:11:57;login
348471;2021-09-24 06:01:52;login
348471;2021-09-26 17:21:29;login
348471;2021-09-28 11:43:30;login
301553;2021-03-03 05:06:10;visit
301553;2021-03-08 18:39:06;visit
301553;2021-03-15 04:00:33;visit
301553;2021-03-20 10:15:28;visit
301553;2021-03-25 10:57:08;visit
301553;2021-03-29 07:52:48;visit
301553;2021-04-02 08:33:53;visit
301553;2021-04-06 23:43:29;visit
301553;2021-04-10 13:08:38;visit
301553;2021-04-14 21:20:59;visit
301553;2021-04-15 22:22:34;visit
301553;2021-04-18 05:55:27;visit
301553;2021-04-21 12:09:22;visit
301553;2021-04-28 08:20:04;visit
301553;2021-05-02 04:59:52;visit
694592;2021-02-15 11:38:38;visit
694592;2021-02-20 23:16:31;visit
694592;2021-02-25 12:35:25;visit
694592;2021-02-27 00:31:44;visit
694592;2021-02-27 16:12:11;visit
694592;2021-03-06 07:41:16;visit
694592;2021-03-11 02:18:37;visit
694592;2021-03-14 21:16:00;visit
694592;2021-03-15 18:34:33;visit
694592;2021-03-18 00:29:01;visit
694592;2021-03-23 15:54:52;visit
694592;2021-03-26 08:28:04;visit
694592;2021-04-02 00:46:25;visit
694592;2021-04-03 08:13:30;visit
694592;2021-04-06 01:58:35;visit
694592;2021-04-12 02:18:17;visit
694592;2021-04-17 16:32:52;visit
694592;2021-04-19 10:04:19;visit
694592;2021-04-19 15:08:41;visit
694592;2021-04-24 23:40:15;visit
694592;2021-05-01 12:24:22;visit
694592;2021-05-07 20:25:41;visit
694592;2021-05-13 12:24:54;visit
694592;2021-05-14 14:38:20;visit
694592;2021-05-21 00:38:28;visit
694592;2021-05-24 05:47:44;visit
694592;2021-05-28 03:06:56;visit
694592;2021-05-31 21:43:09;visit
694592;2021-06-05 05:40:32;visit
694592;2021-06-10 19:11:56;visit
694592;2021-02-19 22:46:39;registration
694592;2021-02-23 12:25:01;login
694592;2021-03-01 11:50:20;login
694592;2021-03-02 11:17:46;login
694592;2021-03-09 01:46:49;login
694592;2021-03-13 13:47:19;login
915716;2021-02-13 19:45:19;visit
915716;2021-02-17 11:46:59;visit
915716;2021-02-17 15:31:55;visit
915716;2021-02-23 04:40:38;visit
915716;2021-02-24 06:37:01;visit
915716;2021-03-01 15:41:52;visit
915716;2021-03-03 15:28:04;visit
915716;2021-03-08 23:58:18;visit
915716;2021-03-13 01:00:01;visit
915716;2021-03-19 02:38:35;visit
588806;2021-11-11 02:59:30;visit
588806;2021-11-13 16:52:32;visit
588806;2021-11-18 23:16:06;visit
588806;2021-11-19 03:38:38;visit
588806;2021-11-23 04:01:39;visit
588806;2021-11-27 23:15:43;visit
588806;2021-12-04 01:29:40;visit
588806;2021-12-05 00:53:34;visit
588806;2021-12-08 09:53:33;visit
588806;2021-12-14 17:46:39;visit
588806;2021-12-17 05:57:19;visit
588806;2021-12-18 21:50:54;visit
588806;2021-12-19 23:52:45;visit
588806;2021-12-23 18:04:17;visit
588806;2021-12-27 23:53:15;visit
588806;2022-01-03 11:59:11;visit
588806;2022-01-07 05:39:00;visit
588806;2022-01-08 08:01:45;visit
588806;2022-01-09 07:48:59;visit
588806;2022-01-14 14:21:48;visit
588806;2022-01-17 22:11:23;visit
588806;2022-01-19 18:09:25;visit
588806;2022-01-23 07:13:31;visit
588806;2022-01-26 23:03:33;visit
588806;2022-01-31 01:45:14;visit
588806;2022-02-02 02:05:12;visit
588806;2022-02-08 22:53:07;visit
588806;2022-02-09 10:56:37;visit
160843;2021-11-03 21:40:45;visit
160843;2021-11-10 20:19:11;visit
160843;2021-11-16 15:33:42;visit
160843;2021-11-22 16:27:21;visit
160843;2021-11-28 20:06:50;visit
160843;2021-12-03 02:06:20;visit
940045;2021-06-04 09:51:39;visit
940045;2021-06-05 16:47:09;visit
940045;2021-06-09 08:28:14;visit
940045;2021-06-13 14:08:20;visit
940045;2021-06-20 01:32:01;visit
940045;2021-06-24 23:02:48;visit
940045;2021-06-27 04:58:43;visit
940045;2021-07-01 14:36:53;visit
940045;2021-07-01 21:33:17;visit
940045;2021-07-02 05:04:26;visit
940045;2021-07-06 16:14:14;visit
940045;2021-07-07 12:11:37;visit
940045;2021-06-04 22:21:48;registration
940045;2021-06-07 01:55:17;login
427115;2021-02-02 10:40:39;visit
427115;2021-02-05 12:54:17;visit
427115;2021-02-11 05:00:53;visit
427115;2021-02-13 11:44:40;visit
427115;2021-02-17 09:48:35;visit
427115;2021-02-17 19:08:53;visit
427115;2021-02-22 05:39:59;visit
577511;2021-06-10 20:52:34;visit
577511;2021-06-14 01:00:31;visit
577511;2021-06-15 18:37:57;visit
577511;2021-06-22 05:48:21;visit
577511;2021-06-24 00:42:32;visit
577511;2021-06-25 04:46:16;visit
577511;2021-06-28 08:19:58;visit
577511;2021-07-04 17:54:28;visit
577511;2021-07-06 13:22:15;visit
577511;2021-07-08 11:47:48;visit
577511;2021-07-09 05:19:53;visit
577511;2021-07-10 04:22:51;visit
577511;2021-07-11 20:36:07;visit
577511;2021-07-13 07:26:12;visit
577511;2021-07-14 10:06:39;visit
577511;2021-07-18 01:25:41;visit
577511;2021-06-14 20:27:42;registration
577511;2021-06-17 15:48:57;login
577511;2021-06-18 12:46:29;login
577511;2021-06-24 20:14:05;login
828654;2021-10-09 18:27:21;visit
828654;2021-10-12 01:45:53;visit
828654;2021-10-12 06:28:41;visit
828654;2021-10-15 14:56:31;visit
828654;2021-10-19 11:47:23;visit
828654;2021-10-24 07:42:33;visit
828654;2021-10-26 06:42:50;visit
828654;2021-10-29 01:16:06;visit
828654;2021-10-31 23:47:16;visit
828654;2021-11-05 05:07:48;visit
828654;2021-11-08 13:00:09;visit
828654;2021-11-10 09:09:17;visit
828654;2021-11-11 13:47:55;visit
828654;2021-11-14 14:15:13;visit
828654;2021-11-15 12:06:51;visit
828654;2021-11-21 05:42:12;visit
828654;2021-11-23 13:54:25;visit
828654;2021-11-27 23:18:24;visit
828654;2021-12-04 14:08:23;visit
828654;2021-12-07 12:20:36;visit
828654;2021-12-10 06:31:42;visit
828654;2021-12-11 00:01:26;visit
828654;2021-12-16 15:33:32;visit
828654;2021-12-17 06:08:15;visit
828654;2021-12-22 10:11:41;visit
788205;2021-11-29 05:59:05;visit
788205;2021-12-05 10:49:32;visit
788205;2021-12-10 10:51:44;visit
788205;2021-12-16 23:37:46;visit
788205;2021-12-17 10:17:11;visit
788205;2021-12-21 16:11:07;visit
788205;2021-12-24 04:05:43;visit
788205;2021-12-24 23:55:48;visit
788205;2021-12-25 09:41:15;visit
788205;2021-12-28 06:39:57;visit
788205;2022-01-02 05:36:11;visit
788205;2022-01-08 02:45:50;visit
788205;2022-01-11 19:23:59;visit
788205;2022-01-15 18:01:48;visit
788205;2022-01-21 16:49:37;visit
788205;2022-01-27 01:36:39;visit
788205;2022-01-29 16:28:31;visit
788205;2022-01-31 14:04:46;visit
788205;2022-02-05 22:13:01;visit
788205;2022-02-09 11:31:07;visit
788205;2022-02-14 16:22:01;visit
788205;2021-12-03 20:00:47;registration
788205;2021-12-10 17:46:16;login
788205;2021-12-12 23:19:53;login
788205;2021-12-13 22:14:54;login
788205;2021-12-16 11:01:53;login
186815;2021-07-05 05:29:49;visit
186815;2021-07-06 20:31:12;visit
186815;2021-07-08 01:57:50;visit
186815;2021-07-12 19:37:03;visit
186815;2021-07-16 01:30:04;visit
781336;2021-09-26 18:49:26;visit
781336;2021-09-27 07:55:38;visit
781336;2021-10-02 06:29:46;visit
781336;2021-10-02 18:14:11;visit
781336;2021-10-03 09:56:02;visit
781336;2021-10-09 02:50:15;visit
781336;2021-10-10 12:06:27;visit
781336;2021-10-11 14:48:09;visit
260135;2021-01-09 14:04:33;visit
260135;2021-01-09 17:35:21;visit
260135;2021-01-13 13:06:05;visit
260135;2021-01-14 06:13:35;visit
260135;2021-01-19 02:31:33;visit
260135;2021-01-25 07:06:18;visit
260135;2021-01-26 13:41:31;visit
260135;2021-01-31 17:06:49;visit
260135;2021-01-14 20:06:05;registration
260135;2021-01-18 08:05:50;login
260135;2021-01-22 07:14:38;login
260135;2021-01-26 07:44:22;login
260135;2021-01-26 10:12:12;login
260135;2021-01-30 07:40:31;login
260135;2021-02-05 19:18:22;login
260135;2021-02-11 23:30:56;login
260135;2021-02-15 10:47:07;login
260135;2021-02-19 09:19:19;login
260135;2021-02-23 03:07:09;login
374356;2021-04-18 15:42:28;visit
374356;2021-04-25 07:53:24;visit
374356;2021-04-28 12:03:21;visit
374356;2021-05-02 03:31:14;visit
374356;2021-05-07 01:32:09;visit
374356;2021-05-09 08:15:51;visit
374356;2021-05-10 20:44:56;visit
374356;2021-05-15 16:41:27;visit
374356;2021-05-18 05:47:38;visit
374356;2021-05-21 12:10:55;visit
374356;2021-05-26 16:56:43;visit
374356;2021-05-27 05:26:13;visit
374356;2021-05-28 11:10:07;visit
374356;2021-06-03 02:26:47;visit
374356;2021-06-03 22:51:36;visit
374356;2021-06-06 13:25:40;visit
374356;2021-06-07 09:42:19;visit
374356;2021-06-13 06:50:03;visit
374356;2021-04-25 14:01:37;registration
374356;2021-04-28 10:45:10;login
374356;2021-05-03 02:21:01;login
374356;2021-05-05 16:21:05;login
374356;2021-05-09 22:08:45;login
456804;2021-12-20 01:03:58;visit
456804;2021-12-20 06:23:16;visit
456804;2021-12-23 01:05:58;visit
456804;2021-12-28 16:53:28;visit
456804;2021-12-31 03:04:21;visit
456804;2022-01-03 14:18:10;visit
456804;2022-01-05 12:06:30;visit
456804;2022-01-10 15:43:35;visit
456804;2022-01-12 03:17:03;visit
456804;2022-01-14 23:27:18;visit
456804;2022-01-16 14:45:56;visit
456804;2022-01-22 05:34:54;visit
456804;2022-01-26 07:17:39;visit
456804;2022-01-28 16:21:23;visit
456804;2021-12-26 10:25:03;registration
456804;2022-01-02 00:42:32;login
456804;2022-01-07 00:16:33;login
456804;2022-01-08 21:07:50;login
456804;2022-01-09 11:05:03;login
456804;2022-01-11 07:14:15;login
456804;2022-01-15 08:39:05;login
456804;2022-01-21 06:43:57;login
456804;2022-01-24 10:50:31;login
456804;2022-01-27 05:04:14;login
456804;2022-01-28 01:47:51;login
524016;2021-11-22 20:24:03;visit
524016;2021-11-23 22:21:51;visit
524016;2021-11-30 04:40:25;visit
524016;2021-12-03 01:43:38;visit
524016;2021-11-26 16:52:11;registration
524016;2021-11-27 18:31:07;login
524016;2021-12-03 17:03:26;login
858329;2021-11-17 15:11:48;visit
858329;2021-11-17 18:15:02;visit
858329;2021-11-23 21:03:36;visit
858329;2021-11-26 21:06:42;visit
858329;2021-12-03 02:33:19;visit
858329;2021-12-05 00:36:04;visit
858329;2021-12-06 14:11:35;visit
858329;2021-12-10 00:37:07;visit
858329;2021-12-10 19:55:32;visit
858329;2021-12-12 10:18:02;visit
858329;2021-12-15 03:56:13;visit
858329;2021-12-16 18:51:24;visit
858329;2021-12-17 13:51:41;visit
858329;2021-12-23 10:54:47;visit
858329;2021-12-28 10:33:34;visit
858329;2022-01-03 18:11:23;visit
869459;2021-02-17 14:51:59;visit
869459;2021-02-24 05:50:52;visit
869459;2021-02-26 20:06:43;visit
869459;2021-03-02 16:22:31;visit
869459;2021-03-07 17:48:35;visit
869459;2021-03-09 13:26:01;visit
869459;2021-03-14 07:09:40;visit
869459;2021-03-15 07:15:53;visit
869459;2021-03-21 05:21:12;visit
869459;2021-03-24 01:18:39;visit
869459;2021-03-27 02:44:05;visit
869459;2021-03-27 17:10:46;visit
869459;2021-04-01 12:23:31;visit
869459;2021-04-02 00:49:41;visit
869459;2021-04-08 07:43:34;visit
869459;2021-04-11 16:55:43;visit
869459;2021-04-15 16:50:50;visit
869459;2021-04-16 13:58:59;visit
869459;2021-04-20 16:10:02;visit
869459;2021-04-20 16:39:45;visit
869459;2021-04-26 13:55:55;visit
416084;2021-06-27 08:51:27;visit
416084;2021-06-27 22:30:59;visit
416084;2021-07-03 06:56:46;visit
416084;2021-07-07 18:53:22;visit
416084;2021-07-07 23:55:54;visit
416084;2021-07-09 09:25:55;visit
416084;2021-07-12 16:34:18;visit
416084;2021-07-15 04:23:50;visit
416084;2021-07-19 04:26:14;visit
416084;2021-07-19 18:45:47;visit
842419;2021-02-23 16:05:23;visit
842419;2021-03-01 14:41:53;visit
842419;2021-03-03 03:51:38;visit
842419;2021-03-04 18:18:20;visit
842419;2021-03-07 14:40:02;visit
842419;2021-03-12 12:40:58;visit
842419;2021-03-12 23:57:22;visit
842419;2021-03-17 08:44:49;visit
842419;2021-03-18 23:03:08;visit
842419;2021-03-19 23:31:21;visit
842419;2021-03-20 19:38:00;visit
842419;2021-03-27 10:06:02;visit
842419;2021-03-28 02:04:43;visit
842419;2021-04-02 09:16:15;visit
842419;2021-04-07 19:43:33;visit
627785;2021-01-18 13:14:33;visit
627785;2021-01-24 06:38:12;visit
627785;2021-01-25 09:00:30;visit
627785;2021-01-31 07:33:41;visit
627785;2021-02-03 21:19:54;visit
627785;2021-02-04 22:54:46;visit
627785;2021-02-06 00:19:40;visit
627785;2021-02-08 09:51:41;visit
627785;2021-02-12 08:15:05;visit
627785;2021-02-16 00:28:47;visit
627785;2021-02-22 00:24:46;visit
627785;2021-02-26 01:06:59;visit
627785;2021-03-01 07:28:47;visit
627785;2021-03-03 17:44:02;visit
627785;2021-03-08 16:18:23;visit
627785;2021-03-12 07:04:01;visit
553628;2021-08-08 08:10:01;visit
553628;2021-08-10 23:26:43;visit
553628;2021-08-11 22:28:52;registration
553628;2021-08-16 14:43:48;login
553628;2021-08-19 21:39:49;login
553628;2021-08-26 01:12:39;login
553628;2021-08-30 06:45:02;login
553628;2021-09-04 23:26:36;login
553628;2021-09-07 20:14:11;login
553628;2021-09-12 03:34:00;login
553628;2021-09-13 02:37:24;login
553628;2021-09-14 20:25:32;login
704287;2021-02-20 22:12:59;visit
704287;2021-02-25 12:18:09;visit
704287;2021-03-01 04:32:36;visit
704287;2021-03-03 10:39:45;visit
704287;2021-03-08 19:26:31;visit
704287;2021-03-13 17:36:56;visit
704287;2021-03-14 08:20:04;visit
704287;2021-03-18 14:26:46;visit
704287;2021-03-20 07:37:56;visit
704287;2021-03-25 15:00:13;visit
704287;2021-03-26 16:01:20;visit
704287;2021-03-28 16:59:38;visit
704287;2021-04-03 18:46:37;visit
704287;2021-04-09 21:51:09;visit
704287;2021-04-12 05:36:46;visit
704287;2021-04-13 12:41:06;visit
704287;2021-04-20 02:05:22;visit
704287;2021-04-20 23:02:36;visit
704287;2021-04-25 21:52:18;visit
704287;2021-04-26 08:42:17;visit
704287;2021-05-01 12:45:22;visit
704287;2021-05-04 02:39:20;visit
704287;2021-05-07 05:10:23;visit
704287;2021-05-08 14:53:18;visit
704287;2021-05-15 00:17:17;visit
704287;2021-05-20 01:22:21;visit
704287;2021-05-23 23:21:47;visit
704287;2021-05-26 07:14:21;visit
704287;2021-05-31 20:26:11;visit
704287;2021-06-04 04:07:45;visit
704287;2021-06-04 23:50:40;visit
704287;2021-02-27 01:33:46;registration
704287;2021-02-27 12:46:42;login
704287;2021-03-04 08:42:04;login
704287;2021-03-05 07:39:09;login
704287;2021-03-08 22:37:20;login
704287;2021-03-11 00:42:59;login
704287;2021-03-15 05:18:35;login
258115;2021-12-08 07:19:35;visit
258115;2021-12-09 16:25:53;visit
258115;2021-12-12 09:40:52;visit
258115;2021-12-16 07:53:36;visit
258115;2021-12-19 01:18:29;visit
258115;2021-12-21 18:25:54;visit
258115;2021-12-24 04:34:31;visit
258115;2021-12-28 07:27:42;visit
258115;2022-01-03 06:33:17;visit
258115;2022-01-09 12:00:13;visit
258115;2022-01-15 07:47:34;visit
258115;2022-01-19 16:17:54;visit
258115;2022-01-23 22:55:19;visit
258115;2022-01-29 02:39:48;visit
258115;2022-02-01 20:41:42;visit
258115;2022-02-05 07:31:48;visit
258115;2022-02-11 15:40:08;visit
258115;2022-02-12 19:02:57;visit
195186;2021-02-26 23:20:04;visit
195186;2021-03-01 09:26:41;visit
195186;2021-03-03 10:59:35;visit
195186;2021-03-10 03:13:13;visit
195186;2021-03-10 10:22:42;visit
195186;2021-03-13 22:17:25;visit
195186;2021-03-16 23:24:40;visit
195186;2021-03-20 09:38:22;visit
195186;2021-03-26 01:52:41;visit
195186;2021-03-28 15:59:14;visit
195186;2021-03-30 07:44:49;visit
195186;2021-04-04 15:43:38;visit
195186;2021-04-04 20:51:44;visit
195186;2021-04-08 21:48:11;visit
195186;2021-04-10 18:49:31;visit
195186;2021-03-04 18:10:45;registration
195186;2021-03-11 11:33:48;login
871406;2021-05-07 05:18:02;visit
871406;2021-05-08 06:44:29;visit
871406;2021-05-12 05:59:10;visit
871406;2021-05-14 18:17:19;visit
871406;2021-05-16 14:04:18;visit
871406;2021-05-17 03:21:45;visit
871406;2021-05-18 02:33:33;visit
871406;2021-05-23 22:10:07;visit
871406;2021-05-13 05:33:37;registration
871406;2021-05-18 15:31:17;login
871406;2021-05-24 17:09:58;login
871406;2021-05-26 08:42:48;login
871406;2021-05-27 20:19:42;login
871406;2021-06-01 17:15:22;login
871406;2021-06-06 23:40:39;login
871406;2021-06-13 09:09:15;login
898039;2021-01-19 01:17:46;visit
898039;2021-01-20 06:36:59;visit
898039;2021-01-24 06:25:27;visit
898039;2021-01-26 09:54:12;visit
898039;2021-01-27 05:35:53;visit
898039;2021-01-31 06:23:22;visit
898039;2021-01-24 06:55:53;registration
898039;2021-01-25 15:56:22;login
898039;2021-01-30 15:04:48;login
898039;2021-02-01 21:56:05;login
898039;2021-02-07 17:10:52;login
580844;2021-11-12 05:48:01;visit
580844;2021-11-18 18:56:16;visit
580844;2021-11-22 12:06:06;visit
580844;2021-11-27 19:26:29;visit
580844;2021-12-03 07:00:27;visit
580844;2021-12-04 13:19:11;visit
580844;2021-12-10 16:46:43;visit
580844;2021-12-13 05:07:33;visit
580844;2021-12-19 00:07:08;visit
580844;2021-12-22 13:12:55;visit
580844;2021-12-24 18:22:37;visit
580844;2021-12-29 17:52:07;visit
580844;2022-01-03 10:18:17;visit
580844;2022-01-09 01:37:42;visit
580844;2022-01-09 09:47:31;visit
580844;2022-01-12 11:57:21;visit
580844;2022-01-15 13:06:07;visit
580844;2022-01-22 05:08:48;visit
580844;2022-01-27 01:48:05;visit
580844;2022-01-31 15:27:12;visit
580844;2022-02-06 05:39:41;visit
591696;2021-10-29 09:01:34;visit
591696;2021-10-30 13:32:39;visit
591696;2021-11-04 20:54:51;visit
591696;2021-11-09 18:33:00;visit
591696;2021-11-11 15:01:42;visit
591696;2021-11-14 19:50:51;visit
591696;2021-11-20 00:37:52;visit
591696;2021-11-22 23:30:31;visit
591696;2021-11-29 13:14:12;visit
591696;2021-12-05 19:41:33;visit
591696;2021-12-12 16:04:53;visit
591696;2021-12-13 09:05:38;visit
591696;2021-12-16 05:23:40;visit
591696;2021-12-17 06:00:26;visit
591696;2021-12-21 07:11:41;visit
591696;2021-12-26 06:49:04;visit
591696;2021-12-28 14:46:46;visit
591696;2021-12-30 02:00:13;visit
591696;2022-01-04 00:54:07;visit
591696;2022-01-08 19:21:05;visit
591696;2022-01-09 16:11:24;visit
591696;2022-01-10 23:50:14;visit
444755;2021-11-25 10:53:53;visit
444755;2021-11-28 08:06:48;visit
444755;2021-12-01 18:52:44;visit
444755;2021-12-06 06:26:18;visit
444755;2021-12-11 07:33:46;visit
444755;2021-12-15 09:48:50;visit
444755;2021-12-16 07:24:48;visit
444755;2021-12-19 08:27:46;visit
444755;2021-12-23 19:25:51;visit
444755;2021-12-26 12:10:42;visit
444755;2021-12-29 00:16:27;visit
444755;2022-01-01 07:08:49;visit
444755;2022-01-07 21:09:54;visit
444755;2022-01-10 16:34:25;visit
444755;2022-01-13 22:27:32;visit
444755;2022-01-20 01:50:39;visit
444755;2022-01-25 15:01:18;visit
444755;2022-02-01 09:25:54;visit
444755;2022-02-04 22:08:08;visit
444755;2022-02-07 11:31:12;visit
444755;2022-02-12 16:39:36;visit
444755;2022-02-17 16:57:12;visit
838294;2021-02-21 14:25:32;visit
838294;2021-02-26 06:19:19;visit
838294;2021-03-03 06:57:28;visit
838294;2021-03-06 10:33:35;visit
838294;2021-03-08 19:10:31;visit
838294;2021-03-10 23:32:46;visit
838294;2021-03-14 21:55:16;visit
838294;2021-03-20 15:36:50;visit
838294;2021-03-21 19:44:57;visit
838294;2021-03-22 11:09:40;visit
838294;2021-03-28 09:04:33;visit
838294;2021-04-01 12:43:54;visit
838294;2021-04-02 13:58:53;visit
838294;2021-04-09 03:49:33;visit
838294;2021-04-11 07:26:35;visit
838294;2021-04-11 20:51:17;visit
838294;2021-04-17 23:52:33;visit
838294;2021-04-21 22:47:31;visit
838294;2021-04-22 00:39:57;visit
838294;2021-04-26 07:06:29;visit
838294;2021-05-02 02:06:47;visit
838294;2021-05-07 08:16:27;visit
838294;2021-05-12 11:09:33;visit
838294;2021-05-17 13:49:41;visit
838294;2021-05-23 03:04:51;visit
838294;2021-05-25 05:46:26;visit
838294;2021-05-25 21:11:23;visit
838294;2021-05-30 11:41:37;visit
838294;2021-05-31 01:48:30;visit
838294;2021-06-03 13:46:59;visit
838294;2021-06-04 11:03:03;visit
702020;2021-10-26 06:52:56;visit
702020;2021-10-31 14:33:09;visit
702020;2021-11-05 22:41:33;visit
702020;2021-11-06 22:16:55;visit
702020;2021-11-07 18:41:29;visit
702020;2021-11-13 20:21:18;visit
702020;2021-11-19 09:49:08;visit
702020;2021-11-24 03:32:34;visit
702020;2021-11-26 14:57:44;visit
702020;2021-12-02 11:29:53;visit
553824;2021-11-11 06:34:54;visit
553824;2021-11-15 21:24:35;visit
553824;2021-11-15 22:30:45;visit
553824;2021-11-21 04:01:05;visit
553824;2021-11-27 08:01:21;visit
553824;2021-11-28 02:28:18;visit
553824;2021-12-03 05:04:06;visit
553824;2021-12-09 16:39:55;visit
553824;2021-12-13 07:48:47;visit
553824;2021-12-14 01:26:32;visit
553824;2021-12-14 03:17:00;visit
553824;2021-12-20 21:05:21;visit
553824;2021-12-25 16:51:46;visit
553824;2021-12-28 23:13:11;visit
553824;2021-12-29 01:19:27;visit
553824;2022-01-01 15:32:39;visit
553824;2022-01-07 19:01:24;visit
553824;2022-01-08 09:39:00;visit
553824;2022-01-11 19:41:51;visit
553824;2022-01-16 02:11:14;visit
553824;2022-01-22 22:56:05;visit
553824;2022-01-25 10:13:58;visit
553824;2022-01-27 09:03:48;visit
328979;2021-07-12 08:49:04;visit
328979;2021-07-14 22:56:57;visit
328979;2021-07-16 13:26:04;visit
328979;2021-07-20 00:40:48;visit
328979;2021-07-26 02:23:10;visit
328979;2021-07-26 16:03:32;visit
328979;2021-07-27 21:16:29;visit
328979;2021-08-03 07:35:50;visit
328979;2021-08-03 16:30:45;visit
328979;2021-08-04 04:38:58;visit
328979;2021-08-04 14:46:06;visit
328979;2021-08-10 01:26:02;visit
328979;2021-08-16 10:36:37;visit
328979;2021-08-20 17:51:19;visit
328979;2021-08-22 12:18:27;visit
328979;2021-08-24 04:34:58;visit
328979;2021-08-30 21:04:22;visit
328979;2021-08-31 15:42:43;visit
328979;2021-09-04 20:42:44;visit
328979;2021-09-08 16:09:24;visit
328979;2021-09-09 07:33:32;visit
328979;2021-09-16 05:57:06;visit
328979;2021-09-19 23:07:10;visit
328979;2021-09-23 17:09:23;visit
328979;2021-09-28 07:15:54;visit
328979;2021-09-29 08:59:28;visit
328979;2021-10-05 04:06:05;visit
328979;2021-10-07 03:27:35;visit
328979;2021-10-07 05:58:40;visit
328979;2021-10-08 12:35:17;visit
290253;2021-11-17 17:16:48;visit
290253;2021-11-22 07:08:29;visit
290253;2021-11-24 19:44:44;visit
290253;2021-11-30 09:29:13;visit
290253;2021-12-06 22:37:19;visit
290253;2021-12-08 22:45:54;visit
290253;2021-12-13 09:20:27;visit
529507;2021-11-05 07:39:19;visit
529507;2021-11-07 13:15:06;visit
529507;2021-11-14 03:03:13;visit
529507;2021-11-15 21:59:38;visit
529507;2021-11-22 11:11:47;visit
529507;2021-11-27 14:07:39;visit
529507;2021-11-29 09:18:20;visit
529507;2021-12-03 03:10:57;visit
529507;2021-12-05 19:07:45;visit
